Monkee's of Fredricksburg	Tel : (540) 368-2111	
Monkee's of Greenville	Tel : (252) 758-7463	
Monkee's of Lexington	Tel : (859) 253-0427	
Monkee's of Louisville	Tel : (502) 897-149	
Monkee's of Virginia Beach	Tel : (757) 961-9722	
Monograms Plus	Tel : (205) 822-3353	
Montavo Jewelers	Tel : (956) 631-7940	
Morning Sky Boutique	Tel : (918) 773-5000	
Mosaic Clothing	Tel : (843) 374-0377	
Mullen Bros. Jewelers	Tel : (508) 673-2251	
Murray's Toggery Shop	Tel : (508) 228-0437	
Mykonos	Tel : (610) 558-8000	
Mystic Mermaid	Tel : (619) 233-0321	
Natty Beau - The Corner	Tel : (434) 977-0058	
Navarra's	Tel : (337) 433-3637	  
Neda Boutique	Tel : (718) 624-6332	
Nest of Feathers	Tel : (678) 943-2577	
Never Enough	Tel : (724) 838-1878	
Newbury Place	Tel : (203) 264-7333	
Nhu Avenue	Tel : (405) 778-8387	
Nikia	Tel : (516) 504-1111	
Nikkel Fashion Boutique	Tel : (631) 864-4223	
Nina at Fred Segal	Tel : (310) 458-8820	
Nordstrom - Ala Moana	Tel : (808) 953-6100	
Nordstrom - Alderwood Mall	Tel : (425) 771-5755	
Nordstrom - Anchorage	Tel : (907) 279-7622	
Nordstrom - Annapolis Mall	Tel : (410) 573-1121	
Nordstrom - Arden Fair	Tel : (916) 646-2400	
Nordstrom - Arden Fair	Tel : 916-646-2400	
Nordstrom - Aventura	Tel : (305) 356-6900	
Nordstrom - Barton Creek Square	Tel : (512) 691-3500	
Nordstrom - Beachwood Place	Tel : (216) 378-2121	
Nordstrom - Bellevue Square	Tel : (425) 455-5800	
Nordstrom - Brea Mall	Tel : (714) 529-0123	
Nordstrom - Broadway Plaza in Walnut Creek	Tel : (925) 930-7959	
Nordstrom - Burlington	Tel : (781) 345-7800	
Nordstrom - Chandler Fashion Center	Tel : (480) 855-2500	
Nordstrom - Cherry Creek Shopping Center	Tel : (720) 746-2424	
Nordstrom - Cherry Hill	Tel : (856) 773-5600	
Nordstrom - Christiana Mall	Tel : (302) 613-6000	
Nordstrom - Cicle Centre	Tel : (317) 636-2121	
Nordstrom - Clackamas Town Center	Tel : (503) 652-1810	
Nordstrom - Downtown Portland	Tel : (503) 224-6666	
Nordstrom - Downtown Seattle	Tel : (206) 628-2111	
Nordstrom - Dulles Town Center	Tel : (571) 434-4000	
Nordstrom - Easton Town Center	Tel : (614) 416-7111	
Nordstrom - Fashion Island	Tel : (949) 610-0700	
Nordstrom - Fashion Mall	Tel : (317) 810-9809	
Nordstrom - Fashion Mall at Keystone	Tel : 46240	
Nordstrom - Fashion Place	Tel : (801) 261-4402	
Nordstrom - Fashion Show	Tel : (702) 862-2525	
Nordstrom - Fashion Valley	Tel : (619) 295-4441	
Nordstrom - FlatIron Crossing	Tel : (925) 930-7959	
Nordstrom - Freehold Raceway Mall	Tel : (732) 308-1117	
Nordstrom - Galleria Dallas	Tel : (972) 702-0055	
Nordstrom - Galleria at Roseville	Tel : (916) 780-7300	
Nordstrom - Glendale Galleria	Tel : (818) 502-9922	
Nordstrom - Hillsdale Shopping Center	Tel : (650) 570-5111	
Nordstrom - Horton Plaza	Tel : (619) 239-1700	
Nordstrom - Houston Galleria	Tel : (832) 201-2700	
Nordstrom - International Plaza	Tel : (813) 875-4400	
Nordstrom - Irvine Spectrum Center	Tel : (949) 255-2800	
Nordstrom - Kenwood	Tel : (513) 699-4190	
Nordstrom - Lloyd Center	Tel : (503) 287-2444	
Nordstrom - MacArthur Center	Tel : (757) 314-1111	
Nordstrom - MacArthur Center	Tel : 757-314-1111	
Nordstrom - MainPlace	Tel : (714) 972-2020	
Nordstrom - Mall of America	Tel : (952) 883-2121	
Nordstrom - Mall of Georgia	Tel : (678) 546-1122	
Nordstrom - Menlo Park	Tel : (732) 603-5000	
Nordstrom - Michigan Avenue	Tel : (312) 454-1515	
Nordstrom - Montclair Plaza	Tel : (909) 625-0821	
Nordstrom - Montgomery Mall	Tel : (301) 365-4111	
Nordstrom - Natick Collection	Tel : (508) 318-2600	
Nordstrom - North County	Tel : (760) 740-0170	
Nordstrom - North East Mall	Tel : (817) 590-2599	
Nordstrom - NorthPark Center	Tel : (214) 231-3900	
Nordstrom - Northgate	Tel : (206) 364-8800	
Nordstrom - Northshore	Tel : (978) 278-7400	
Nordstrom - Oak Park Mall	Tel : (913) 492-8111	
Nordstrom - Oakbrook Center	Tel : (630) 571-2121	
Nordstrom - Old Orchard Center	Tel : (847) 677-2121	
Nordstrom - Park Meadows	Tel : (303) 799-3400	
Nordstrom - Partridge Creek	Tel : (586) 203-4360	
Nordstrom - Paseo Nuevo	Tel : (805) 564-8770	
Nordstrom - Perimeter Mall	Tel : (770) 394-1141	
Nordstrom - Phipps Plaza	Tel : (404) 442-3000	
Nordstrom - Providence Place	Tel : (401) 621-3111	
Nordstrom - Roosevelt Field	Tel : (516) 746-0011	
Nordstrom - Ross Park	Tel : (412) 548-4300	
Nordstrom - Salem Center	Tel : (503) 371-7710	
Nordstrom - San Francisco Centre	Tel : (415) 243-8500	
Nordstrom - Santa Anita	Tel : (626) 821-6363	
Nordstrom - Santa Monica	Tel : (910) 752-2701	
Nordstrom - Scottsdale Fashion Square	Tel : (480) 946-4111	
Nordstrom - Short Pump Town Center	Tel : (804) 364-6900	
Nordstrom - Somerset Collection	Tel : (248) 816-5100	
Nordstrom - Somerset Collection	Tel : 248-816-5100	
Nordstrom - South Bay Galleria 	Tel : (310) 542-9440	
Nordstrom - South Coast Plaza	Tel : (714) 549-8300	
Nordstrom - South Park	Tel : (704) 442-6000	
Nordstrom - South Shore Plaza	Tel : (781) 519-7200	
Nordstrom - Southcenter	Tel : (206) 246-0400	
Nordstrom - Southcenter	Tel : 206-246-0400	
Nordstrom - Spokane	Tel : (509) 455-6111	
Nordstrom - Stanford Shopping Center	Tel : (650) 323-5111	
Nordstrom - Stonebriar Centre	Tel : (972) 712-3794	
Nordstrom - Stoneridge Mall	Tel : (925) 463-5050	
Nordstrom - Stonestown Galleria	Tel : (415) 753-1344	
Nordstrom - Tacoma Mall	Tel : (253) 475-3630	
Nordstrom - The Fashion Centre at Pentagon City	Tel : (703) 415-1121	
Nordstrom - The Florida Mall	Tel : (407) 888-7889	
Nordstrom - The Gardens	Tel : (561) 340-2100	
Nordstrom - The Grove 	Tel : (323) 930-2230	
Nordstrom - The Mall at Short Hills	Tel : (973) 467-1500	
Nordstrom - The Mall in Columbia	Tel : (410) 715-2222	
Nordstrom - The Plaza at King of Prussia	Tel : (610) 265-6111	
Nordstrom - The Shops at La Cantera	Tel : (210) 332-1900	
Nordstrom - The Shops at Mission Viejo	Tel : (949) 347-2710	
Nordstrom - The Streets at Southpoint	Tel : (919) 806-3700	
Nordstrom - The Village at Corte Madera	Tel : (415) 927-1690	
Nordstrom - The Westchester	Tel : (914) 946-1122	
Nordstrom - Thousand Oaks	Tel : (805) 418-4500	
Nordstrom - Topanga	Tel : (818) 884-7900	
Nordstrom - Towne Center	Tel : (561) 620-5555	
Nordstrom - Towson Town Center	Tel : (410) 296-2111	
Nordstrom - Twelve Oaks Mall	Tel : (248) 504-5700	
Nordstrom - Twelve Oaks Mall	Tel : 248-504-5700	
Nordstrom - Tysons Corner Center	Tel : (703) 761-1121	
Nordstrom - University Mall	Tel : (801) 426-2800	
Nordstrom - University Towne Centre	Tel : (858) 457-4575	
Nordstrom - Valley Fair	Tel : (408) 248-2180	
Nordstrom - Vancouver	Tel : (360) 256-8666	
Nordstrom - Washington Square	Tel : (503) 620-0555	
Nordstrom - Waterside	Tel : (239) 325-6100	
Nordstrom - Wesfarms	Tel : (860) 521-9090	
Nordstrom - West County	Tel : (314) 255-2000	
Nordstrom - Westside Pavillion	Tel : (310) 470-6155	
Nordstrom - Woodfield Shopping Center	Tel : (847) 605-2121	
Nordstrom - Woodfield Shopping Center	Tel : 847-605-2121	
Norma's Country Dreams	Tel : (281) 930-9589	
Nove	Tel : (480) 292-9215	
Oak - A Southern Experience		
Occasionally Yours - Beaver Creek	Tel : (937) 427-3268	
Occasionally Yours - Columbus	Tel : (614) 454-3886	
Occassionally Yours - Easton	Tel : (937) 912-4890	
Occassionally Yours - Hamilton	Tel : (937) 912-4890	
Occassionally Yours - Liberty	Tel : (937) 912-4890	
Occassionally Yours - The Greene	Tel : (937) 912-4890	
Ocean Palm Virginia Beach	Tel : (757) 437-7256	
Ocean Palm Williamsburg	Tel : (757) 229-3961	
Olive You	Tel : (859) 625-1328	
Omni Frisco	Tel : (469) 287-0000	
Omni La Costa Resort	Tel : (760) 438-9111	
Omni Ranch Las Palmas Resort & Spa	Tel : (760) 568-2727	
On A Whim	Tel : (918) 728-8988	
On A Whim	Tel : (405) 848-3488	
On A Whim	Tel : (918) 728-8988	
Orlando World Center Marriott	Tel : (786) 388-2555	
Outback Leather Inc	Tel : (865) 908-3323	
Outside and In	Tel : (985) 876-7809	
Pacific Sports Redwood		
Pacific Sports San Diego		
Painted Pink	Tel : (334) 834-2220	
Paisley	Tel : (985) 727-7880	
Panache Apparel & Accessories	Tel : (228) 822-0120	  
Paper Chase	Tel : (888) 822-4583	
Paradies Shop		
Parkleigh	Tel : (585) 244-4842	
Parts Unknown	Tel : (805) 312-8292	
Patsy's Bridal Boutique		
Paula & Chlo	Tel : (248) 865-7789	
Peabody's Interiors	Tel : (414) 962-4550	
Peacock Lane		
Peacocks and Pearls	Tel : (270) 313-9885	
Pearl	Tel : (904) 844-2912	
Pecks Lodge	Tel : (405) 372-5597	
Penny's Closet	Tel : (615) 890-0415	
Pepi's Sports	Tel : (970) 476-5206	
Pepperberries	Tel : (540) 829-2290	
Peppermill Resort & Casino	Tel : (775) 826-2121	
Perch	Tel : (970) 688-5947	
Perfect Touch - Tuscaloosa	Tel : (334) 289-1275	
Periwinkle - Bel Air	Tel : (402) 916-4789	
Periwinkle - Hicksville	Tel : (516) 935-3200	  
Periwinkle - New Hyde Park	Tel : (516) 352-3900	
Periwinkle - Village Point	Tel : (402) 968-6648	
Periwinkles - Fairhaven	Tel : (508) 984-4930	
Personal Expressions	Tel : (573) 471-4171	
Pink Bungalow - Montclair	Tel : (973) 337-5371	
Pink Lagoon - Solana Beach	Tel : (858) 792-0882	
Pink Laundry	Tel : (714) 921-8685	
Pink Narcissus	Tel : (352) 373-4874	  
Pink Narcisuss - Daytona Beach	Tel : (386) 256-1234	
Pink Narcisuss - Panama Beach	Tel : (850) 233-2141	
Pink Palm - Alexandria	Tel : (703) 299-0856	
Pink Palm - Bethesda	Tel : (301) 913-9191	
Pink Palm - McLean	Tel : (703) 556-8750	
Pink Palm - Richmond	Tel : (804) 282-8799	
Pink Parkway	Tel : (781) 342-5449	
Pink Saloon	Tel : (316) 612-7465	
Pink Tulip Club	Tel : (513) 609-9393	
Poppy	Tel : (419) 565-7760	
Poppy Boutique	Tel : (650) 269-7747	
Posh	Tel : (580) 540-4386	
Posh Accessories	Tel : (626) 441-2100	
Precious Accents	Tel : (201) 567-6001	
Pretty Girlz	Tel : (850) 674-4744	
Pretty In Punch	Tel : (979) 733-6050	
Pretty Woman Boutique	Tel : (225) 658-5899	
Proposals	Tel : (501) 661-4696	
Puckett's	Tel : (270) 527-3040	
Punch Boutique	Tel : (540) 904-6743	
Punchy's	Tel : (254) 386-4445	
Puritan Cape Cod	Tel : (508) 775-2400	
PurseSnickety	Tel : (419) 565-7760	
R.S.V.P.	Tel : (734) 455-7229	
RAOK Boutique	Tel : (813) 754-7265	
RMC Boutique	Tel : (912) 335-2389	
Ramona & Co.	Tel : (615) 218-4489	
Rebecca's		
Red Apple Boutique	Tel : (863) 448-4096	
Red Door Gifts Rolla	Tel : (573) 364-0016	
Reed's	Tel : (662) 842-6453	
Reeds Jewelers	Tel : (910) 256-2962	
Refine		
Reflections - Laguna Beach		
Rhinestone Angel	Tel : (361) 865-9026	
Ribbon Chix - Murray	Tel : (270) 761-2449	
Ribbon Chix - Paducah	Tel : (270) 557-2449	
Ritz Carlton		
Rocks Box	Tel : (917) 685-9303	  
Romm Diamonds	Tel : (508) 587-2533	
Roomors	Tel : (631) 669-5196	
Rowena's on Main	Tel : (423) 581-0600	
Ruby Jane - Denver Highlands	Tel : (720) 855-7067	
Russell's Fine Gifts	Tel : (830) 775-3502	
Sabi Boutique	Tel : (979) 224-8595	
Sassy	Tel : (781) 551-0273	
Sassy Girl	  	
Sathers Leading Jewelers	Tel : (970) 223-0256	
Savvy Boutique	Tel : (775) 851-1001	
Sawmill Creek Resort	Tel : (419) 433-4945	
Scandia Down	Tel : (947) 205-1010	
Scandia House	Tel : (951) 733-7601	
Seabel's	Tel : (719) 543-2400	
Henredon & Schoener	Tel : (425) 454-9000	
Second Street Fashions	Tel : (956) 487-4488	
Selfridges & Co		
Selman's Jewelers	Tel : (601) 684-1517	
Serendipity by Kei	Tel : (334) 417-0170	
Serendipity by the Sea	Tel : (508) 748-1800	  
Seven Oaks Jewelers	Tel : (435) 319-6892	  
Seven Oaks Jewelers - Vernal	Tel : (435) 789-3337	
Sharla's	Tel : (214) 742-7527	
She Chester	Tel : (804) 717-5305	
She Said Yes	Tel : (479) 631-2006	
She She Boutique & Gallery	Tel : (970) 249-4944	
She She Shoes	Tel : (408) 354-3355	
Shear Impressions	Tel : (512) 312-2511	
Shot Spot	Tel : (678) 664-0610	
Showroom 56	Tel : (570) 714-1551	
Signatures Invitations & Gifts 	Tel : (623) 572-6820	
Silver Collections	Tel : (618) 524-5695	
Silver Collections - Marion	Tel : (618) 638-7131	
Silver Leaf Boutique	Tel : (985) 839-5411	
Silver Lining	Tel : (704) 283-2125	
Silver Steer & Co	Tel : (615) 807-2840	
Simply Charming	Tel : (540) 722-2669	
Simply CoCo	Tel : (940) 627-3125	
Simply Meg's	Tel : (336) 272-2555	
Simply Serene Salon & Spa	Tel : (830) 331-1103	
Simply Southwest	Tel : (620) 672-7722	
Singalila	Tel : (847) 816-3820	
Sissy's Log Cabin	Tel : (870) 692-3368	
Sisters	Tel : (201) 463-9116	
Skaneateles300	Tel : (315) 685-1133	
Smartie Pantz Kids	Tel : (830) 798-9323	
Soho Clothiers	Tel : (479) 271-8453	
Something Different Boutique	Tel : (610) 515-8006	
Something Else		
Something White Bridal	Tel : (816) 216-7454	
Sophie Reese	Tel : (631) 427-3200	
Sora & Company	Tel : (406) 868-4436	
Sora & Company - Missoula		
Soto Boutique - Sherman Oaks	Tel: (818) 817-9775	
South Moon Under		
South Moon Under - Arlington		
South Moon Under - Bethesda		
South Moon Under - Reston 		
Southern Bliss	Tel : (606) 633-0016	
Southbank Gift Company	Tel : (573) 659-4438	
Southern Loop		
Southern Roots	Tel : (501) 778-3339	
Southern Sisters	Tel : (770) 822-1900	
SpaLicious Boutique	Tel : (731) 926-4024	
Special Treasures	Tel : (662) 283-5721	
Spicer Greene Jewelers	Tel : (828) 253-1805	
Spirit Gift Shop	Tel : (512) 404-3660	
Spoil Me Rotten Boutique	Tel : (619) 677-3000	  
Squash Blossom Boutique	Tel : (620) 914-2148	
St. Regis Monarch Beach Resort	Tel : (949) 234-3200	
St. Regis Princeville Hotel		
Stationary Loft	Tel : (863) 248-4438	
Steel's Jewelry	Tel : (229) 244-3369	
Stella Rae's	Tel : 918-715-3301	
Steph + Elli	Tel : (716) 407-3603	
Stephan's Exclusives	Tel : (706) 885-9979	
Steve's On The Square	Tel : (601) 656-5056	
Studio 14	Tel : (580) 256-6950	
Studio 77 Gifts & Accessories	Tel : (843) 497-5931	
Studio Vino	Tel : (970) 622-9632	
Sugar & Spice	Tel : (731) 587-0811	
Sugar & Spice - Union City	Tel : (731) 599-9600	
Sumac Trading Co.	Tel : (580) 252-1899	
Sunflowers	Tel : (267) 544-0293	
SVS Fine Jewelry	Tel : (516) 766-2614	
Sweet Mash	Tel : (502) 604-6020	
Sweet Twist	Tel : (401) 885-7579	
Swoon	Tel : (508) 497-9666	
Swoon		
Take A Peak	Tel : (203) 451-0323	  
Tapestry	Tel : (864) 833-6591	
Taylor Connection	Tel : (601) 605-0236	
Taylorsville Florist & Gifts	Tel : (601) 785-6556	
Taz Boutique - Greenville	Tel : (864) 603-1456	
Taz Boutique - Pawley's	Tel : (843) 237-2056	
Tempo		
Terrazza	Tel : (508) 528-0977	
Tess Morgan	Tel : (973) 992-2400	
Tess Morgan - Bayside	Tel : (718) 352-1200	  
Tess Morgan - East Brunswick	Tel : (732) 432-7300	  
Tess Morgan - Massapequa	Tel : (516) 797-3200	
The Apple Basket		
The Basketry	Tel : (985) 785-8769	
The Bee	Tel : (732) 974-0060	
The Better Half	Tel : (601) 431-0588	
The Blonde & The Brunette	Tel : (319) 366-1228	
The Brass Trunk	Tel : (903) 935-3645	
The Broadmoor		
The Bug's Ear - Bardstown	Tel : (502) 507-1006	  
The Bug's Ear - Elizabethtown	Tel : (270) 982-2700	
The Candle Shop	Tel : (662) 578-0290	
The Castle Collection	Tel : (817) 645-5415	
The Caviar Co	Tel : (415) 580-7986	
The Cedar Chest	Tel : (512) 847-1100	
The Chatham Home	Tel : (508) 945-5562	
The Chic Chandelier Boutique		
The Clothes Gallery	Tel : (815) 455-3307	
The Clotheshorse		
The Containery	Tel : (940) 766-6367	
The Cottage	Tel : (410) 647-6742	  
The Cotton Gin	Tel : (256) 797-2340	
The Cotton Patch	Tel : (580) 477-1724	
The Diamond Galleria	Tel : (812) 465-6640	
The Dienger	Tel : (830) 331-2225	
The District on Main	Tel : (918) 283-4637	
The Farmer's Daughter Boutique	Tel : (270) 885-5104	
The Fashion of Ruston	Tel : (318) 255-2525	
The Festive Nest		
The Friendly Octopus	Tel : (806) 778-2864	
The Front Parlor	Tel : (409) 762-0224	
The Garment District	Tel : (303) 757-3371	
The Gift Shop	Tel : (870) 382-6907	
The Grove	Tel : (407) 740-0022	
The Joy of Living	Tel : (406) 294-1701	
The LBD	Tel : (316) 440-0772	
The Lime Leopard	Tel : (405) 755-3456	
The Lucky Knot	Tel : (703) 622-3847	
The Market On Washington	Tel : (706) 754-4556	
The Merry Magnolia	Tel : (870) 739-5579	
The Mill Design & Home	Tel : (662) 370-1030	
The Navy Knot	Tel : (262) 993-1546	
The Nest	Tel : (770) 632-9008	
The Palm Tree - Denton		
The Palm Tree - Grapevine	Tel : (817) 329-0719	
The Palm Tree - Victoria 	Tel : (361) 550-2263	
The Palm Tree Boutique	Tel : (361) 576-3611	
The Papery - Shrewsbury	Tel : (732) 741-0414	
The Papery - Summit	Tel : (908) 608-9300	
The Paradies Shops - Corsa Collections	Tel : (702) 733-9442	
The Pear Tree Gallery	Tel : (412) 582-2661	
The Pink Ch?ólet	Tel : (407) 363-7465	
The Pink Magnolia	Tel : (919) 561-1769	
The Pink Magnolia - Cary	Tel : (919) 518-5532	
The Pink Zinnia	Tel : (662) 449-5533	
The Pomegranate	Tel : (931) 684-3673	
The Prissy Closet	Tel : (423) 745-2565	
The Rage	Tel : (580) 226-2816	
The Red Door		
The Red Owl Meriden	Tel : (860) 966-9629	
The Red Owl and Gifts	Tel : (203) 439-0401	
The Red Poppy Boutique	Tel : (417) 725-4900	
The Ritz Carlton - Denver		
The Ritz Carlton - Naples	Tel : (239) 598-3300	
The Ritz Carlton Orlando	Tel : (407) 206-2400	
The Royal Hawaiian Hotel		
The San Luis Resort	Tel : (713) 386-8025	
The Silver Dahlia - Glastonbury	Tel : (860) 633-1817	
The Silver Dahlia - Simsbury	Tel : (860) 408-1239	
The Silver Dahlia - West Hartford	Tel : (860) 216-6221	
The Silver Sun	Tel : (225) 215-2345	
The Southern Pearl Boutique LLC.	Tel : (405) 387-4436	
The Steel Horse	Tel : (918) 272-2332	
The Swank Company - Furys Ferry	Tel : (706) 432-9282	
The Swank Company - Surrey Center	Tel : (706) 364-3421	
The Treehouse Inc	Tel : (706) 782-7297	
The Trendy Trunk	Tel : (615) 264-0448	
The Very Thing	Tel : (936) 632-2202	
The Vintage House	Tel : (972) 242-5616	
The White Butterfly	Tel : (732) 901-6262	
The Willow Tree - Boaz	Tel : (256) 593-7739	
The Willow Tree - Centre	Tel : (256) 593-7739	
The Willow Tree - Gadsden	Tel : (256) 549-0204	
The Willow Tree - Jacksonville	Tel : (256) 435-6018	
Therapy Boutique	Tel : (334) 821-3025	
Third and Broadway	Tel : (495) 740-9184	
Thompson's Gift Shop	Tel : (806) 655-2525	
Three Times A Lady	Tel : (615) 446-3838	
Tickle's	Tel : (508) 379-0717	
Tiger Lily	Tel : (405) 285-5764	  
Tiptoe	Tel : (516) 374-1100	
Tony Walker & Co.	Tel : (716) 650-5606	
Touche	Tel : (801) 299-8372	
Town & County	Tel : (417) 883-6131	
Traditions	Tel : (229) 391-9797	
Travel Traders - Bethesda	Tel : (786) 388-2538	
Travel Traders - Fairmont San Francisco	Tel : (786) 388-2538	
Travel Traders - Hilton Anaheim	Tel : (786) 388-2555	
Travel Traders - Hilton San Francisco	Tel : (786) 388-2538	
Travel Traders - Hyatt Regency Chicago	Tel : (786) 388-2538	
Travel Traders - Hyatt Regency Hill Country	Tel : (786) 388-2538	
Travel Traders - Hyatt Regency Huntington Beach	Tel : (786) 388-2538	
Travel Traders - Hyatt Regency Indian Wells		
Travel Traders - Hyatt Regency Lake Tahoe	Tel : (786) 388-2538	
Travel Traders - Hyatt Regency Los Angeles	Tel : (786) 388-2538	
Travel Traders - Hyatt Regency Orlando	Tel : (407) 284-1234	
Travel Traders - JW Marriott Desert Springs		
Travel Traders - JW Marriott Orlando	Tel : (786) 388-2538	
Travel Traders - La Concha	Tel : (786) 388-2538	
Travel Traders - Marriott Anaheim	Tel : (786) 388-2538	
Travel Traders - Marriott Marquis Houston		
Travel Traders - Marriott San Diego		
Travel Traders - Palm Springs	Tel : (786) 388-2538	
Travel Traders - Park Central San Francisco	Tel : (786) 388-2538	
Travel Traders - Wyndham Grand 	Tel : (786) 388-2555	
Travel Traders Westin Keirland Resort and Spa		
Traveling Chic Boutique	Tel : (843) 295-9003	
TRE Boutique - Pacific Highlands	Tel : (858) 847-2760	
TRE Boutique - Del Mar	Tel : (858) 755-7227	
TRE Boutique - Encinitas	Tel : (760) 942-0227	
Tre's Chic	Tel : (979) 836-9505	
Tressie Boutique Fort Collins		
Trinity Jewelers	Tel : (412) 367-7131	
Trinket's	Tel : (609) 408-2474	
Two P's & Calli's Boutique	Tel : (512) 392-8967	
Two Skirts	Tel : (970) 728-6828	
Ultimate Gifts	Tel : (662) 349-2717	
Uptown Gifts & Accessories	Tel : (309) 452-7999	
Urban Minx	Tel : (541) 312-7045	
VICI - Newport Beach		
Valleygirl Boutique - Avon	Tel : (970) 748-5008	
Valleygirl Boutique - Breckenridge	Tel : (970) 453-9383	
Valleygirl Boutique - Edwards	Tel : (970) 926-5007	
Van Norman's	Tel : (337) 738-4438	
Vanities	Tel : (915) 584-1183	
Variety Printing and Gifts	Tel : (423) 246-8371	
Vaughan's Jewelry	Tel : (252) 482-3525	
Vici	Tel : (925) 954-7475	
Village Collection	Tel : (304) 525-2204	
Village Designs Elmwood	Tel : (716) 881-7800	
Vintage Charm	Tel : (630) 632-1918	
Vintage Charm - Granger	Tel : (708) 354-1557	
Vintage Rose Emporium	Tel : (270) 759-2100	
Vintage Vogue		
Vogue Boutique	Tel : (580) 225-5155	
Von Maur		
WAC - Carmel Valley		
WAC - Cupertino	Tel : (408) 458-4118	
WAC - El Segundo	Tel : (408) 458-4118	
WAC - Redwood Shores	Tel : (408) 458-4118	
WAC - Santana Row		
Waldorf-Astoria Hotel 656	Tel : (212) 355-3000	
Walin & Wolff - Southport	Tel : (914) 305-3920	
Walin and Wolff - New Canaan	Tel : (203) 966-4281	
Walin and Wolff - Rye	Tel : (914) 305-6601	
Walin and Wolff - Westport	Tel : (800) 270-0275	
Walker Boutique	Tel : (912) 681-3784	
Walla Walla - Boise		
Walla Walla - Kennewick		
Walla Walla - Meridian		
Walla Walla - Tacoma		
Walla Walla - Walla Walla		
Warren's	Tel : (727) 799-1960	
Water Street Boutique	Tel : (708) 995-1998	  
WAVE	Tel : (203) 966-1778	
WAVE Gallery New Haven	Tel : (203) 624-3032	
Weddington Way	Tel : (415) 926-5925	
Welling & Co Jewelers	Tel : (513) 779-8883	
Westlake Dermatology	Tel : (512) 328-3376	
Westmont Gallery & Boutique	Tel : (936) 597-5505	
What To Wear	Tel : (719) 488-5980	
What to Wear	Tel : (618) 655-0222	
White Birch Interiors & Home	Tel : (618) 466-9100	
Whitney & Winston	Tel : (617) 720-2600	
Wildflower Boutique	Tel : (985) 702-1077	
Will Nilly Trading Co.		
Wish Boutique	Tel : (303) 722-2900	
Wit's End Giftique	Tel : (518) 371-9273	
Wooden Nickel	Tel : (580) 353-5800	
Woodfield Country Club	Tel : (561) 994-1000	
Wynk Boutique	Tel : (308) 233-5554	
Y & I Clothing	Tel : (415) 202-0775	
Ye Peddler Gift Shoppe	Tel : (931) 388-8888	
Zeal Boutique		
Zeal Boutique - Mobile	Tel : (251) 378-8195	
Zertz	Tel : (830) 990-8900	
Zinnia	Tel : (843) 388-9433	
Zus & Zo	Tel : (269) 625-7830	
